Dates,USD/CAD,USD/INR ,USD/EUR,USD/NOK 
2/25/2008,1.00,39.97,0.67,5.31
2/26/2008,0.98,39.91,0.67,5.25
2/27/2008,0.98,39.79,0.66,5.21
2/28/2008,0.98,39.87,0.66,5.17
2/29/2008,0.99,40.01,0.66,5.21
3/3/2008,0.99,40.38,0.66,5.17
3/4/2008,0.99,40.31,0.66,5.15
3/5/2008,0.98,40.31,0.66,5.13
3/6/2008,0.99,40.24,0.65,5.13
3/7/2008,0.99,40.54,0.65,5.16
3/10/2008,1.00,40.49,0.65,5.14
3/11/2008,0.99,40.46,0.65,5.15
3/12/2008,0.99,40.33,0.64,5.09
3/13/2008,0.98,40.43,0.64,5.09
3/14/2008,0.99,40.43,0.64,5.11
3/17/2008,1.00,40.73,0.64,5.12
3/18/2008,0.99,40.52,0.64,5.16
3/19/2008,1.01,40.43,0.64,5.18
3/20/2008,1.02,40.44,0.65,5.26
3/21/2008,1.02,40.44,0.65,5.26
3/24/2008,1.02,40.29,0.65,5.27
3/25/2008,1.02,40.12,0.64,5.17
3/26/2008,1.02,40.15,0.63,5.07
3/27/2008,1.02,40.10,0.63,5.08
3/28/2008,1.02,39.89,0.63,5.10
3/31/2008,1.03,40.12,0.63,5.10
4/1/2008,1.02,39.95,0.64,5.19
4/2/2008,1.02,39.98,0.64,5.13
4/3/2008,1.00,40.04,0.64,5.12
4/4/2008,1.01,39.96,0.64,5.07
4/7/2008,1.01,39.97,0.64,5.06
4/8/2008,1.01,40.01,0.64,5.06
4/9/2008,1.02,40.00,0.63,5.01
4/10/2008,1.02,39.95,0.64,5.04
4/11/2008,1.02,39.96,0.63,5.04
4/14/2008,1.02,39.88,0.63,5.01
4/15/2008,1.02,39.97,0.63,5.02
4/16/2008,1.00,39.96,0.63,4.96
4/17/2008,1.01,39.92,0.63,4.98
4/18/2008,1.00,39.77,0.63,5.03
4/21/2008,1.01,39.97,0.63,5.00
4/22/2008,1.01,39.96,0.63,4.96
4/23/2008,1.02,40.05,0.63,5.00
4/24/2008,1.01,40.16,0.64,5.09
4/25/2008,1.01,40.13,0.64,5.12
4/28/2008,1.01,40.16,0.64,5.09
4/29/2008,1.01,40.49,0.64,5.15
4/30/2008,1.01,40.50,0.64,5.08
5/1/2008,1.02,40.57,0.65,5.14
5/2/2008,1.02,40.66,0.65,5.12
5/5/2008,1.01,40.61,0.65,5.07
5/6/2008,1.00,40.95,0.64,5.07
5/7/2008,1.01,41.37,0.65,5.12
5/8/2008,1.02,41.76,0.65,5.12
5/9/2008,1.01,41.60,0.65,5.08
5/12/2008,1.00,42.03,0.64,5.05
5/13/2008,1.00,42.11,0.65,5.07
5/14/2008,1.00,42.46,0.65,5.08
5/15/2008,1.00,42.71,0.65,5.09
5/16/2008,1.00,42.52,0.64,5.03
5/19/2008,0.99,42.54,0.64,5.04
5/20/2008,0.99,42.59,0.64,5.00
5/21/2008,0.98,42.83,0.63,4.97
5/22/2008,0.98,42.97,0.64,5.01
5/23/2008,0.99,42.69,0.63,5.00
5/26/2008,0.99,42.74,0.63,5.02
5/27/2008,0.99,42.96,0.64,5.02
5/28/2008,0.99,42.73,0.64,5.04
5/29/2008,0.99,42.79,0.64,5.08
5/30/2008,0.99,42.46,0.64,5.10
6/2/2008,1.00,42.41,0.64,5.13
6/3/2008,1.01,42.62,0.65,5.16
6/4/2008,1.02,42.78,0.65,5.17
6/5/2008,1.02,42.91,0.64,5.10
6/6/2008,1.02,42.67,0.63,5.02
6/9/2008,1.02,42.87,0.64,5.07
6/10/2008,1.02,42.98,0.65,5.17
6/11/2008,1.02,42.87,0.64,5.15
6/12/2008,1.02,42.85,0.65,5.19
6/13/2008,1.03,42.94,0.65,5.23
6/16/2008,1.02,42.95,0.65,5.18
6/17/2008,1.02,42.90,0.64,5.19
6/18/2008,1.02,42.90,0.64,5.17
6/19/2008,1.02,42.97,0.65,5.19
6/20/2008,1.02,42.93,0.64,5.15
6/23/2008,1.02,42.97,0.64,5.15
6/24/2008,1.01,42.97,0.64,5.11
6/25/2008,1.01,42.74,0.64,5.07
6/26/2008,1.01,42.69,0.63,5.05
6/27/2008,1.01,42.88,0.63,5.06
6/30/2008,1.02,43.04,0.63,5.09
7/1/2008,1.02,43.33,0.63,5.07
7/2/2008,1.01,43.18,0.63,5.06
7/3/2008,1.02,43.30,0.64,5.09
7/4/2008,1.02,43.16,0.64,5.08
7/7/2008,1.02,43.30,0.64,5.08
7/8/2008,1.02,43.27,0.64,5.13
7/9/2008,1.01,43.14,0.64,5.11
7/10/2008,1.01,43.00,0.63,5.10
7/11/2008,1.01,42.87,0.63,5.06
7/14/2008,1.01,42.93,0.63,5.06
7/15/2008,1.00,43.22,0.63,5.05
7/16/2008,1.00,43.09,0.63,5.10
7/17/2008,1.01,42.82,0.63,5.08
7/18/2008,1.01,42.79,0.63,5.08
7/21/2008,1.00,42.68,0.63,5.06
7/22/2008,1.01,42.74,0.63,5.11
7/23/2008,1.01,42.08,0.64,5.15
7/24/2008,1.01,42.13,0.64,5.17
7/25/2008,1.02,42.27,0.64,5.15
7/28/2008,1.02,42.55,0.64,5.13
7/29/2008,1.02,42.64,0.64,5.18
7/30/2008,1.02,42.36,0.64,5.15
7/31/2008,1.02,42.57,0.64,5.13
8/1/2008,1.03,42.35,0.64,5.14
8/4/2008,1.04,42.49,0.64,5.13
8/5/2008,1.04,42.24,0.65,5.20
8/6/2008,1.05,42.07,0.65,5.21
8/7/2008,1.05,42.07,0.65,5.22
8/8/2008,1.07,42.06,0.67,5.36
8/11/2008,1.07,42.17,0.67,5.38
8/12/2008,1.06,42.38,0.67,5.37
8/13/2008,1.06,42.65,0.67,5.38
8/14/2008,1.06,43.05,0.67,5.39
8/15/2008,1.06,43.05,0.68,5.43
8/18/2008,1.06,43.60,0.68,5.42
8/19/2008,1.06,43.58,0.68,5.38
8/20/2008,1.06,43.71,0.68,5.39
8/21/2008,1.04,43.53,0.67,5.32
8/22/2008,1.05,43.43,0.68,5.37
8/25/2008,1.05,43.79,0.68,5.37
8/26/2008,1.05,43.85,0.68,5.41
8/27/2008,1.05,43.75,0.68,5.37
8/28/2008,1.05,43.78,0.68,5.39
8/29/2008,1.06,43.94,0.68,5.42
9/1/2008,1.07,44.17,0.68,5.45
9/2/2008,1.07,44.40,0.69,5.51
9/3/2008,1.06,44.03,0.69,5.53
9/4/2008,1.07,44.37,0.70,5.57
9/5/2008,1.06,44.67,0.70,5.61
9/8/2008,1.06,44.61,0.71,5.67
9/9/2008,1.07,44.83,0.71,5.70
9/10/2008,1.07,45.14,0.71,5.76
9/11/2008,1.08,45.56,0.71,5.81
9/12/2008,1.06,45.72,0.70,5.72
9/15/2008,1.07,46.06,0.70,5.77
9/16/2008,1.07,46.93,0.71,5.86
9/17/2008,1.07,46.37,0.70,5.84
9/18/2008,1.06,46.49,0.70,5.78
9/19/2008,1.05,45.83,0.69,5.69
9/22/2008,1.04,45.45,0.68,5.54
9/23/2008,1.04,45.74,0.68,5.62
9/24/2008,1.04,45.95,0.68,5.64
9/25/2008,1.03,46.21,0.68,5.65
9/26/2008,1.03,46.55,0.68,5.65
9/29/2008,1.05,46.96,0.69,5.80
9/30/2008,1.06,46.96,0.71,5.86
10/1/2008,1.06,46.61,0.71,5.91
10/2/2008,1.08,46.61,0.72,6.00
10/3/2008,1.08,47.06,0.73,6.03
10/6/2008,1.10,47.81,0.74,6.23
10/7/2008,1.11,47.93,0.74,6.20
10/8/2008,1.13,48.00,0.73,6.13
10/9/2008,1.15,48.00,0.74,6.19
10/10/2008,1.17,48.47,0.75,6.32
10/13/2008,1.15,48.26,0.74,6.22
10/14/2008,1.16,48.08,0.73,6.27
10/15/2008,1.19,48.53,0.74,6.41
10/16/2008,1.18,48.85,0.74,6.52
10/17/2008,1.18,48.88,0.75,6.58
10/20/2008,1.19,49.02,0.75,6.59
10/21/2008,1.21,49.10,0.77,6.92
10/22/2008,1.25,49.30,0.78,7.21
10/23/2008,1.25,49.82,0.77,6.86
10/24/2008,1.28,49.98,0.79,7.00
10/27/2008,1.30,49.87,0.80,6.97
10/28/2008,1.27,49.87,0.79,6.76
10/29/2008,1.22,49.68,0.77,6.63
10/30/2008,1.20,49.68,0.77,6.62
10/31/2008,1.21,49.46,0.79,6.73
11/3/2008,1.18,48.65,0.79,6.73
11/4/2008,1.15,47.74,0.77,6.62
11/5/2008,1.17,47.44,0.77,6.77
11/6/2008,1.20,47.69,0.79,6.91
11/7/2008,1.19,47.66,0.79,6.91
11/10/2008,1.19,47.38,0.78,6.83
11/11/2008,1.21,48.12,0.80,7.00
11/12/2008,1.24,49.29,0.80,7.10
11/13/2008,1.21,49.29,0.78,6.87
11/14/2008,1.24,49.01,0.79,6.95
11/17/2008,1.23,49.34,0.79,6.99
11/18/2008,1.23,49.65,0.79,7.08
11/19/2008,1.25,49.99,0.80,7.08
11/20/2008,1.30,50.15,0.80,7.21
11/21/2008,1.27,50.02,0.79,7.17
11/24/2008,1.23,50.10,0.77,6.92
11/25/2008,1.22,49.99,0.77,6.92
11/26/2008,1.23,49.44,0.78,6.99
11/27/2008,1.23,49.44,0.77,6.94
11/28/2008,1.24,50.11,0.79,7.01
12/1/2008,1.25,50.29,0.79,7.13
12/2/2008,1.25,50.15,0.79,7.04
12/3/2008,1.25,50.01,0.79,7.11
12/4/2008,1.28,49.85,0.78,7.14
12/5/2008,1.27,49.60,0.79,7.22
12/8/2008,1.25,49.59,0.77,7.03
12/9/2008,1.26,49.59,0.77,7.08
12/10/2008,1.26,49.02,0.77,7.05
12/11/2008,1.24,48.34,0.75,6.88
12/12/2008,1.25,48.58,0.75,6.93
12/15/2008,1.23,48.05,0.73,6.88
12/16/2008,1.20,47.91,0.71,6.85
12/17/2008,1.19,47.66,0.69,6.55
12/18/2008,1.20,46.95,0.70,6.87
12/19/2008,1.22,47.26,0.72,7.02
12/22/2008,1.22,48.02,0.72,7.11
12/23/2008,1.22,48.76,0.72,7.10
12/24/2008,1.21,48.07,0.71,7.10
12/25/2008,1.22,48.07,0.71,7.04
12/26/2008,1.22,48.44,0.71,7.12
12/29/2008,1.22,48.43,0.72,7.14
12/30/2008,1.22,48.48,0.71,7.02
12/31/2008,1.22,48.80,0.72,6.95
1/1/2009,1.22,48.77,0.71,6.95
1/2/2009,1.21,48.75,0.72,6.88
1/5/2009,1.19,48.57,0.73,6.94
1/6/2009,1.18,48.69,0.74,6.95
1/7/2009,1.19,48.77,0.73,6.91
1/8/2009,1.18,48.77,0.73,6.99
1/9/2009,1.19,48.26,0.74,6.99
1/12/2009,1.22,48.84,0.75,7.01
1/13/2009,1.22,49.12,0.76,7.15
1/14/2009,1.25,48.82,0.76,7.18
1/15/2009,1.25,49.02,0.76,7.13
1/16/2009,1.24,48.80,0.75,6.94
1/19/2009,1.25,48.65,0.77,7.00
1/20/2009,1.27,49.23,0.77,7.12
1/21/2009,1.26,49.12,0.77,6.91
1/22/2009,1.25,49.16,0.77,6.94
1/23/2009,1.23,49.26,0.77,6.92
1/26/2009,1.22,49.26,0.76,6.72
1/27/2009,1.23,48.93,0.76,6.78
1/28/2009,1.21,48.93,0.76,6.73
1/29/2009,1.23,48.99,0.77,6.88
1/30/2009,1.23,48.88,0.78,6.91
2/2/2009,1.24,48.93,0.78,7.03
2/3/2009,1.23,48.83,0.77,6.90
2/4/2009,1.23,48.82,0.78,6.91
2/5/2009,1.23,48.78,0.78,6.85
2/6/2009,1.22,48.69,0.77,6.78
2/9/2009,1.22,48.58,0.77,6.66
2/10/2009,1.24,48.74,0.77,6.76
2/11/2009,1.24,48.70,0.77,6.76
2/12/2009,1.24,48.84,0.78,6.84
2/13/2009,1.24,48.68,0.78,6.81
2/16/2009,1.24,48.83,0.78,6.89
2/17/2009,1.27,49.67,0.79,7.02
2/18/2009,1.26,49.98,0.80,7.05
2/19/2009,1.26,49.62,0.79,6.87
2/20/2009,1.25,49.77,0.78,6.81
2/23/2009,1.25,49.77,0.79,6.85
2/24/2009,1.24,49.87,0.78,6.81
2/25/2009,1.26,49.95,0.79,6.90
2/26/2009,1.25,50.48,0.78,6.96
2/27/2009,1.28,51.16,0.79,7.04
3/2/2009,1.29,51.94,0.80,7.20
3/3/2009,1.29,51.97,0.80,7.22
3/4/2009,1.27,51.55,0.79,7.02
3/5/2009,1.29,51.77,0.80,7.11
3/6/2009,1.29,51.71,0.79,7.05
3/9/2009,1.30,51.88,0.79,7.15
3/10/2009,1.28,51.88,0.79,7.01
3/11/2009,1.29,51.88,0.78,6.90
3/12/2009,1.28,51.86,0.77,6.86
3/13/2009,1.27,51.52,0.77,6.82
3/16/2009,1.27,51.40,0.77,6.85
3/17/2009,1.27,51.49,0.77,6.74
3/18/2009,1.25,51.30,0.74,6.54
3/19/2009,1.24,50.39,0.73,6.34
3/20/2009,1.24,50.64,0.74,6.38
3/23/2009,1.22,50.45,0.73,6.28
3/24/2009,1.23,50.73,0.74,6.38
3/25/2009,1.23,50.73,0.74,6.53
3/26/2009,1.23,50.60,0.74,6.50
3/27/2009,1.24,50.60,0.75,6.63
3/30/2009,1.26,51.18,0.76,6.80
3/31/2009,1.26,50.73,0.75,6.74
4/1/2009,1.26,50.73,0.75,6.71
4/2/2009,1.24,50.35,0.74,6.55
4/3/2009,1.23,50.35,0.74,6.53
4/6/2009,1.24,50.06,0.75,6.56
4/7/2009,1.24,50.06,0.75,6.69
4/8/2009,1.24,50.19,0.75,6.67
4/9/2009,1.22,50.04,0.76,6.65
4/10/2009,1.23,50.04,0.76,6.63
4/13/2009,1.22,49.89,0.75,6.57
4/14/2009,1.22,49.89,0.75,6.63
4/15/2009,1.20,49.67,0.76,6.68
4/16/2009,1.21,49.76,0.76,6.67
4/17/2009,1.21,49.87,0.77,6.70
4/20/2009,1.24,50.33,0.77,6.83
4/21/2009,1.24,50.45,0.77,6.79
4/22/2009,1.24,50.35,0.77,6.73
4/23/2009,1.22,49.93,0.76,6.62
4/24/2009,1.21,49.81,0.76,6.57
4/27/2009,1.22,50.26,0.77,6.74
4/28/2009,1.22,50.52,0.76,6.68
4/29/2009,1.20,50.09,0.75,6.60
4/30/2009,1.19,50.09,0.76,6.56
5/1/2009,1.19,50.09,0.75,6.55
5/4/2009,1.17,49.91,0.75,6.48
5/5/2009,1.18,49.30,0.75,6.55
5/6/2009,1.17,49.65,0.75,6.52
5/7/2009,1.17,49.26,0.75,6.47
5/8/2009,1.15,49.29,0.73,6.34
5/11/2009,1.17,49.51,0.74,6.46
5/12/2009,1.16,49.33,0.73,6.44
5/13/2009,1.17,49.69,0.74,6.52
5/14/2009,1.17,49.79,0.73,6.46
5/15/2009,1.18,49.40,0.74,6.53
5/18/2009,1.16,47.92,0.74,6.45
5/19/2009,1.16,47.78,0.73,6.42
5/20/2009,1.14,47.49,0.73,6.41
5/21/2009,1.14,47.39,0.72,6.39
5/22/2009,1.12,47.13,0.71,6.34
5/25/2009,1.12,47.29,0.71,6.33
5/26/2009,1.12,47.93,0.72,6.39
5/27/2009,1.12,47.71,0.72,6.45
5/28/2009,1.11,47.62,0.72,6.44
5/29/2009,1.09,47.09,0.71,6.29
6/1/2009,1.09,46.95,0.71,6.17
6/2/2009,1.08,47.02,0.70,6.18
6/3/2009,1.11,47.05,0.71,6.34
6/4/2009,1.10,47.20,0.71,6.29
6/5/2009,1.12,47.11,0.72,6.42
6/8/2009,1.12,47.57,0.72,6.44
6/9/2009,1.10,47.49,0.71,6.33
6/10/2009,1.11,47.25,0.72,6.38
6/11/2009,1.10,47.61,0.71,6.32
6/12/2009,1.12,47.61,0.71,6.33
6/15/2009,1.13,47.75,0.72,6.47
6/16/2009,1.14,47.75,0.72,6.42
6/17/2009,1.13,48.16,0.72,6.37
6/18/2009,1.13,48.22,0.72,6.41
6/19/2009,1.14,48.09,0.72,6.40
6/22/2009,1.15,48.61,0.72,6.55
6/23/2009,1.15,48.56,0.71,6.48
6/24/2009,1.16,48.56,0.72,6.48
6/25/2009,1.15,48.61,0.71,6.47
6/26/2009,1.15,48.12,0.71,6.46
6/29/2009,1.16,48.11,0.71,6.41
6/30/2009,1.16,47.91,0.71,6.43
7/1/2009,1.15,47.89,0.71,6.34
7/2/2009,1.16,47.95,0.71,6.41
7/3/2009,1.16,47.89,0.72,6.42
7/6/2009,1.16,48.54,0.72,6.46
7/7/2009,1.17,48.45,0.72,6.54
7/8/2009,1.17,48.89,0.72,6.57
7/9/2009,1.16,48.72,0.71,6.49
7/10/2009,1.16,49.01,0.72,6.52
7/13/2009,1.15,49.08,0.72,6.50
7/14/2009,1.13,48.95,0.72,6.46
7/15/2009,1.11,48.65,0.71,6.39
7/16/2009,1.12,48.70,0.71,6.37
7/17/2009,1.11,48.74,0.71,6.39
7/20/2009,1.11,48.20,0.70,6.30
7/21/2009,1.10,48.44,0.70,6.28
7/22/2009,1.10,48.52,0.70,6.30
7/23/2009,1.09,48.45,0.71,6.29
7/24/2009,1.09,48.23,0.70,6.24
7/27/2009,1.08,48.17,0.70,6.19
7/28/2009,1.08,48.21,0.71,6.20
7/29/2009,1.09,48.42,0.71,6.26
7/30/2009,1.08,48.37,0.71,6.23
7/31/2009,1.08,47.94,0.70,6.12
8/3/2009,1.07,47.64,0.69,6.02
8/4/2009,1.07,47.76,0.69,6.05
8/5/2009,1.07,47.52,0.69,6.02
8/6/2009,1.08,47.67,0.70,6.08
8/7/2009,1.08,47.84,0.71,6.12
8/10/2009,1.09,47.81,0.71,6.21
8/11/2009,1.10,47.97,0.71,6.24
8/12/2009,1.09,48.34,0.70,6.10
8/13/2009,1.09,48.12,0.70,6.04
8/14/2009,1.10,48.25,0.70,6.08
8/17/2009,1.11,48.96,0.71,6.18
8/18/2009,1.10,48.80,0.71,6.11
8/19/2009,1.10,48.80,0.70,6.06
8/20/2009,1.09,48.71,0.70,6.01
8/21/2009,1.08,48.61,0.70,6.00
8/24/2009,1.08,48.62,0.70,6.01
8/25/2009,1.09,48.76,0.70,6.05
8/26/2009,1.10,48.93,0.70,6.07
8/27/2009,1.09,48.93,0.70,6.03
8/28/2009,1.09,48.66,0.70,6.04
8/31/2009,1.09,48.83,0.70,6.02
9/1/2009,1.10,49.03,0.70,6.10
9/2/2009,1.11,48.96,0.70,6.09
9/3/2009,1.10,48.91,0.70,6.06
9/4/2009,1.09,48.89,0.70,6.01
9/7/2009,1.08,48.67,0.70,5.99
9/8/2009,1.08,48.48,0.69,5.93
9/9/2009,1.08,48.51,0.69,5.90
9/10/2009,1.08,48.63,0.69,5.95
9/11/2009,1.08,48.49,0.69,5.94
9/14/2009,1.08,48.75,0.68,5.91
9/15/2009,1.07,48.65,0.68,5.89
9/16/2009,1.07,48.24,0.68,5.85
9/17/2009,1.06,48.15,0.68,5.84
9/18/2009,1.07,48.14,0.68,5.87
9/21/2009,1.08,48.14,0.68,5.90
9/22/2009,1.07,47.96,0.68,5.84
9/23/2009,1.07,48.01,0.68,5.80
9/24/2009,1.09,47.97,0.68,5.82
9/25/2009,1.09,47.99,0.68,5.81
9/28/2009,1.08,47.99,0.68,5.83
9/29/2009,1.08,48.11,0.69,5.85
9/30/2009,1.07,48.11,0.68,5.77
10/1/2009,1.08,47.76,0.69,5.82
10/2/2009,1.08,47.76,0.69,5.80
10/5/2009,1.07,47.52,0.68,5.73
10/6/2009,1.06,46.89,0.68,5.69
10/7/2009,1.06,46.68,0.68,5.69
10/8/2009,1.05,46.34,0.68,5.64
10/9/2009,1.04,46.42,0.68,5.64
10/12/2009,1.03,46.50,0.68,5.64
10/13/2009,1.03,46.50,0.67,5.61
10/14/2009,1.02,46.14,0.67,5.54
10/15/2009,1.03,46.24,0.67,5.55
10/16/2009,1.04,46.31,0.67,5.61
10/19/2009,1.03,46.31,0.67,5.56
10/20/2009,1.05,46.11,0.67,5.59
10/21/2009,1.04,46.49,0.67,5.56
10/22/2009,1.05,46.74,0.67,5.53
10/23/2009,1.05,46.52,0.67,5.56
10/26/2009,1.07,46.65,0.67,5.62
10/27/2009,1.06,46.93,0.68,5.65
10/28/2009,1.08,47.37,0.68,5.75
10/29/2009,1.07,47.21,0.67,5.65
10/30/2009,1.08,46.98,0.68,5.73
11/2/2009,1.08,46.98,0.68,5.75
11/3/2009,1.07,47.42,0.68,5.78
11/4/2009,1.06,47.06,0.67,5.68
11/5/2009,1.07,47.02,0.67,5.68
11/6/2009,1.08,46.82,0.67,5.69
11/9/2009,1.06,46.46,0.67,5.58
11/10/2009,1.05,46.49,0.67,5.58
11/11/2009,1.04,46.32,0.67,5.60
11/12/2009,1.06,46.65,0.67,5.67
11/13/2009,1.05,46.34,0.67,5.61
11/16/2009,1.05,46.23,0.67,5.56
11/17/2009,1.05,46.31,0.67,5.61
11/18/2009,1.05,46.22,0.67,5.59
11/19/2009,1.06,46.69,0.67,5.63
11/20/2009,1.07,46.64,0.67,5.66
11/23/2009,1.06,46.49,0.67,5.58
11/24/2009,1.06,46.39,0.67,5.63
11/25/2009,1.05,46.22,0.66,5.56
11/26/2009,1.06,46.45,0.67,5.66
11/27/2009,1.06,46.64,0.67,5.67
11/30/2009,1.06,46.52,0.67,5.68
12/1/2009,1.05,46.32,0.66,5.62
12/2/2009,1.05,46.34,0.66,5.62
12/3/2009,1.06,46.09,0.66,5.62
12/4/2009,1.06,46.29,0.67,5.69
12/7/2009,1.05,46.57,0.67,5.72
12/8/2009,1.06,46.68,0.68,5.79
12/9/2009,1.05,46.55,0.68,5.75
12/10/2009,1.05,46.66,0.68,5.73
12/11/2009,1.06,46.55,0.68,5.77
12/14/2009,1.06,46.71,0.68,5.77
12/15/2009,1.06,46.72,0.69,5.82
12/16/2009,1.06,46.67,0.69,5.76
12/17/2009,1.07,46.89,0.70,5.87
12/18/2009,1.07,46.73,0.70,5.85
12/21/2009,1.06,46.85,0.70,5.88
12/22/2009,1.06,46.81,0.70,5.87
12/23/2009,1.05,46.88,0.70,5.82
12/24/2009,1.05,46.65,0.70,5.81
12/25/2009,1.05,46.65,0.69,5.79
12/28/2009,1.04,46.65,0.70,5.80
12/29/2009,1.04,46.67,0.70,5.80
12/30/2009,1.06,46.75,0.70,5.80
12/31/2009,1.05,46.53,0.70,5.79
1/1/2010,1.05,46.62,0.70,5.77
1/4/2010,1.04,46.31,0.69,5.71
1/5/2010,1.04,46.24,0.70,5.72
1/6/2010,1.03,45.86,0.69,5.67
1/7/2010,1.03,45.68,0.70,5.71
1/8/2010,1.03,45.77,0.69,5.67
1/11/2010,1.03,45.33,0.69,5.61
1/12/2010,1.04,45.72,0.69,5.66
1/13/2010,1.03,45.64,0.69,5.64
1/14/2010,1.02,45.63,0.69,5.63
1/15/2010,1.03,45.78,0.70,5.68
1/18/2010,1.03,45.65,0.70,5.65
1/19/2010,1.03,45.81,0.70,5.69
1/20/2010,1.05,45.93,0.71,5.78
1/21/2010,1.05,46.05,0.71,5.82
1/22/2010,1.06,46.16,0.71,5.81
1/25/2010,1.06,46.14,0.71,5.81
1/26/2010,1.06,46.14,0.71,5.84
1/27/2010,1.06,46.37,0.71,5.85
1/28/2010,1.07,46.36,0.72,5.90
1/29/2010,1.07,46.18,0.72,5.93
2/1/2010,1.06,46.38,0.72,5.86
2/2/2010,1.06,46.24,0.72,5.84
2/3/2010,1.06,45.98,0.72,5.87
2/4/2010,1.07,46.25,0.73,5.97
2/5/2010,1.07,46.74,0.73,5.99
2/8/2010,1.08,46.81,0.73,5.99
2/9/2010,1.07,46.67,0.72,5.90
2/10/2010,1.06,46.49,0.73,5.91
2/11/2010,1.05,46.50,0.73,5.89
2/12/2010,1.05,46.50,0.73,5.90
2/15/2010,1.05,46.33,0.74,5.92
2/16/2010,1.04,46.21,0.73,5.85
2/17/2010,1.05,46.12,0.73,5.88
2/18/2010,1.05,46.27,0.74,5.96
2/19/2010,1.04,46.31,0.73,5.94
2/22/2010,1.04,46.22,0.74,5.91
2/23/2010,1.06,46.24,0.74,5.96
2/24/2010,1.05,46.34,0.74,5.94
2/25/2010,1.06,46.41,0.74,5.94
2/26/2010,1.05,46.09,0.73,5.91
3/1/2010,1.04,46.09,0.74,5.94
3/2/2010,1.04,46.01,0.73,5.92
3/3/2010,1.03,45.84,0.73,5.88
3/4/2010,1.03,45.82,0.74,5.93
3/5/2010,1.03,45.62,0.73,5.89
3/8/2010,1.03,45.53,0.73,5.89
3/9/2010,1.03,45.64,0.74,5.90
3/10/2010,1.02,45.36,0.73,5.87
3/11/2010,1.02,45.61,0.73,5.86
3/12/2010,1.02,45.45,0.73,5.83
3/15/2010,1.02,45.59,0.73,5.87
3/16/2010,1.01,45.59,0.73,5.83
3/17/2010,1.01,45.36,0.73,5.82
3/18/2010,1.01,45.45,0.73,5.87
3/19/2010,1.02,45.50,0.74,5.92
3/22/2010,1.02,45.60,0.74,5.93
3/23/2010,1.02,45.60,0.74,5.94
3/24/2010,1.03,45.60,0.75,6.04
3/25/2010,1.02,45.52,0.75,6.10
3/26/2010,1.03,45.24,0.75,6.04
3/29/2010,1.02,44.97,0.74,5.96
3/30/2010,1.02,45.08,0.75,5.99
3/31/2010,1.02,44.92,0.74,5.94
4/1/2010,1.01,44.92,0.74,5.91
4/2/2010,1.01,44.92,0.74,5.94
4/5/2010,1.00,44.45,0.74,5.94
4/6/2010,1.00,44.46,0.75,5.96
4/7/2010,1.01,44.55,0.75,5.98
4/8/2010,1.00,44.47,0.75,5.95
4/9/2010,1.00,44.29,0.74,5.90
4/12/2010,1.00,44.46,0.74,5.89
4/13/2010,1.00,44.47,0.73,5.88
4/14/2010,1.00,44.47,0.73,5.85
4/15/2010,1.00,44.44,0.74,5.86
4/16/2010,1.01,44.33,0.74,5.90
4/19/2010,1.01,44.73,0.74,5.91
4/20/2010,1.00,44.51,0.74,5.91
4/21/2010,1.00,44.56,0.75,5.91
4/22/2010,1.00,44.55,0.75,5.93
4/23/2010,1.00,44.44,0.75,5.89
4/26/2010,1.00,44.40,0.75,5.86
4/27/2010,1.02,44.45,0.76,5.95
4/28/2010,1.01,44.65,0.76,5.96
4/29/2010,1.01,44.52,0.76,5.92
4/30/2010,1.02,44.37,0.75,5.90
5/3/2010,1.01,44.53,0.76,5.94
5/4/2010,1.02,44.63,0.77,6.03
5/5/2010,1.03,44.94,0.78,6.09
5/6/2010,1.05,45.31,0.79,6.24
5/7/2010,1.04,45.48,0.78,6.22
5/10/2010,1.02,44.86,0.78,6.14
5/11/2010,1.02,45.30,0.79,6.19
5/12/2010,1.02,45.11,0.79,6.16
5/13/2010,1.02,45.08,0.80,6.19
5/14/2010,1.04,45.21,0.81,6.25
5/17/2010,1.03,45.63,0.81,6.22
5/18/2010,1.04,45.59,0.82,6.36
5/19/2010,1.04,46.37,0.81,6.39
5/20/2010,1.07,46.82,0.80,6.53
5/21/2010,1.06,46.92,0.80,6.45
5/24/2010,1.06,46.98,0.81,6.51
5/25/2010,1.07,47.70,0.81,6.57
5/26/2010,1.07,47.31,0.82,6.58
5/27/2010,1.05,47.31,0.81,6.44
5/28/2010,1.05,46.36,0.81,6.49
5/31/2010,1.04,46.37,0.81,6.46
6/1/2010,1.06,47.16,0.82,6.49
6/2/2010,1.04,46.99,0.82,6.47
6/3/2010,1.04,46.70,0.82,6.46
6/4/2010,1.06,46.85,0.84,6.59
6/7/2010,1.06,47.10,0.84,6.71
6/8/2010,1.05,46.95,0.84,6.65
6/9/2010,1.04,47.03,0.83,6.63
6/10/2010,1.03,46.97,0.82,6.48
6/11/2010,1.03,46.85,0.83,6.46
6/14/2010,1.03,46.49,0.82,6.43
6/15/2010,1.03,46.57,0.81,6.37
6/16/2010,1.02,46.56,0.81,6.39
6/17/2010,1.03,46.32,0.81,6.36
6/18/2010,1.02,46.17,0.81,6.36
6/21/2010,1.02,45.75,0.81,6.43
6/22/2010,1.03,46.25,0.81,6.47
